6
190 33 58 33 58 33 ソーナンス
70 80 65 90 65 85 キリンリキ
50 65 90 35 35 15 クヌギダマ
75 90 140 60 60 40 フォレトス
100 70 70 65 65 45 ノコッチ
65 75 105 35 65 85 グライガー
75 85 200 55 65 30 ハガネール
60 80 50 40 40 30 ブルー
90 120 75 60 60 45 グランブル
65 95 75 55 55 85 ハリーセン
70 130 100 55 80 65 ハッサム
20 10 230 10 230 5 ツボツボ
80 125 75 40 95 85 ヘラクロス
55 95 55 35 75 115 ニューラ
60 80 50 50 50 40 ヒメグマ
90 130 75 75 75 55 リングマ
40 40 40 70 40 20 マグマッグ
50 50 120 80 80 30 マグカルゴ
50 50 40 30 30 50 ウリムー
100 100 80 60 60 50 イノムー
55 55 85 65 85 35 サニーゴ
35 65 35 65 35 65 テッポウオ
75 105 75 105 75 45 オクタン
45 55 45 65 45 75 デリバード
65 40 70 80 140 70 マンタイン
65 80 140 40 70 70 エアームド
45 60 30 80 50 65 デルビル
75 90 50 110 80 95 ヘルガー
75 95 95 95 95 85 キングドラ
90 60 60 40 40 40 ゴマゾウ
90 120 120 60 60 50 ドンファン
85 80 90 105 95 60 ポリゴン２
73 95 62 85 65 85 オドシシ
55 20 35 20 45 75 ドーブル
35 35 35 35 35 35 バルキー
50 95 95 35 110 70 カポエラー
45 30 15 85 65 65 ムチュール
45 63 37 65 55 95 エレキッド
45 75 37 70 55 83 ブビィ
95 80 105 40 70 100 ミルタンク
255 10 10 75 135 55 ハピナス
90 85 75 115 100 115 ライコウ
115 115 85 90 75 100 エンテイ
100 75 115 90 115 85 スイクン
50 64 50 45 50 41 ヨーギラス
70 84 70 65 70 51 サナギラス
100 134 110 95 100 61 バンギラス
106 90 130 90 154 110 ルギア
106 130 90 110 154 90 ホウオウ
100 100 100 100 100 100 セレビィ
40 45 35 65 55 70 キモリ
50 65 45 85 65 95 ジュプトル
70 85 65 105 85 120 ジュカイン
45 60 40 70 50 45 アチャモ
60 85 60 85 60 55 ワカシャモ
80 120 70 110 70 80 バシャーモ
50 70 50 50 50 40 ミズゴロウ
70 85 70 60 70 50 ヌマクロー
100 110 90 85 90 60 ラグラージ
35 55 35 30 30 35 ポチエナ
70 90 70 60 60 70 グラエナ
38 30 41 30 41 60 ジグザグマ
78 70 61 50 61 100 マッスグマ
45 45 35 20 30 20 ケムッソ
50 35 55 25 25 15 カラサリス
60 70 50 90 50 65 アゲハント
50 35 55 25 25 15 マユルド
60 50 70 50 90 65 ドクケイル
40 30 30 40 50 30 ハスボー
60 50 50 60 70 50 ハスブレロ
80 70 70 90 100 70 ルンパッパ
40 40 50 30 30 30 タネボー
70 70 40 60 40 60 コノハナ
90 100 60 90 60 80 ダーテング
40 55 30 30 30 85 スバメ
60 85 60 50 50 125 オオスバメ
40 30 30 55 30 85 キャモメ
60 50 100 85 70 65 ペリッパー
28 25 25 45 35 40 ラルトス
38 35 35 65 55 50 キルリア
68 65 65 125 115 80 サーナイト
40 30 32 50 52 65 アメタマ
70 60 62 80 82 60 アメモース
60 40 60 40 60 35 キノココ
60 130 80 60 60 70 キノガッサ
60 60 60 35 35 30 ナマケロ
80 80 80 55 55 90 ヤルキモノ
150 160 100 95 65 100 ケッキング
31 45 90 30 30 40 ツチニン
61 90 45 50 50 160 テッカニン
1 90 45 30 30 40 ヌケニン
64 51 23 51 23 28 ゴニョニョ
84 71 43 71 43 48 ドゴーム
104 91 63 91 63 68 バクオング
72 60 30 20 30 25 マクノシタ
144 120 60 40 60 50 ハリテヤマ
50 20 40 20 40 20 ルリリ
30 45 135 45 90 30 ノズパス
50 45 45 35 35 50 エネコ
70 65 65 55 55 70 エネコロロ
50 75 75 65 65 50 ヤミラミ
50 85 85 55 55 50 クチート
50 70 100 40 40 30 ココドラ
60 90 140 50 50 40 コドラ
70 110 180 60 60 50 ボスゴドラ
30 40 55 40 55 60 アサナン
60 60 75 60 75 80 チャーレム
40 45 40 65 40 65 ラクライ
70 75 60 105 60 105 ライボルト
60 50 40 85 75 95 プラスル
60 40 50 75 85 95 マイナン
65 73 55 47 75 85 バルビート
65 47 55 73 75 85 イルミーゼ
50 60 45 100 80 65 ロゼリア
70 43 53 43 53 40 ゴクリン
100 73 83 73 83 55 マルノーム
45 90 20 65 20 65 キバニア
70 120 40 95 40 95 サメハダー
130 70 35 70 35 60 ホエルコ
170 90 45 90 45 60 ホエルオー
60 60 40 65 45 35 ドンメル
70 100 70 105 75 40 バクーダ
70 85 140 85 70 20 コータス
60 25 35 70 80 60 バネブー
80 45 65 90 110 80 ブーピッグ
60 60 60 60 60 60 パッチール
45 100 45 45 45 10 ナックラー
50 70 50 50 50 70 ビブラーバ
80 100 80 80 80 100 フライゴン
50 85 40 85 40 35 サボネア
70 115 60 115 60 55 ノクタス
45 40 60 40 75 50 チルット
75 70 90 70 105 80 チルタリス
73 115 60 60 60 90 ザングース
73 100 60 100 60 65 ハブネーク
70 55 65 95 85 70 ルナトーン
70 95 85 55 65 70 ソルロック
50 48 43 46 41 60 ドジョッチ
110 78 73 76 71 60 ナマズン
43 80 65 50 35 35 ヘイガニ
63 120 85 90 55 55 シザリガー
40 40 55 40 70 55 ヤジロン
60 70 105 70 120 75 ネンドール
66 41 77 61 87 23 リリーラ
86 81 97 81 107 43 ユレイドル
45 95 50 40 50 75 アノプス
75 125 100 70 80 45 アーマルド
20 15 20 10 55 80 ヒンバス
95 60 79 100 125 81 ミロカロス
70 70 70 70 70 70 ポワルン
60 90 70 60 120 40 カクレオン
44 75 35 63 33 45 カゲボウズ
64 115 65 83 63 65 ジュペッタ
20 40 90 30 90 25 ヨマワル
40 70 130 60 130 25 サマヨール
99 68 83 72 87 51 トロピウス
65 50 70 95 80 65 チリーン
65 130 60 75 60 75 アブソル
95 23 48 23 48 23 ソーナノ
50 50 50 50 50 50 ユキワラシ
80 80 80 80 80 80 オニゴーリ
70 40 50 55 50 25 タマザラシ
90 60 70 75 70 45 トドグラー
110 80 90 95 90 65 トドゼルガ
35 64 85 74 55 32 パールル
55 104 105 94 75 52 ハンテール
55 84 105 114 75 52 サクラビス
100 90 130 45 65 55 ジーランス
43 30 55 40 65 97 ラブカス
45 75 60 40 30 50 タツベイ
65 95 100 60 50 50 コモルー
95 135 80 110 80 100 ボーマンダ
40 55 80 35 60 30 ダンバル
60 75 100 55 80 50 メタング
80 135 130 95 90 70 メタグロス
80 100 200 50 100 50 レジロック
80 50 100 100 200 50 レジアイス
80 75 150 75 150 50 レジスチル
80 80 90 110 130 110 ラティアス
80 90 80 130 110 110 ラティオス
100 100 90 150 140 90 カイオーガ
100 150 140 100 90 90 グラードン
105 150 90 150 90 95 レックウザ
100 100 100 100 100 100 ジラーチ
50 150 50 150 50 150 デオキシスN
50 180 20 180 20 150 デオキシスA
50 70 160 70 160 90 デオキシスD
50 95 90 95 90 180 デオキシスS
55 68 64 45 55 31 ナエトル
75 89 85 55 65 36 ハヤシガメ
95 109 105 75 85 56 ドダイトス
44 58 44 58 44 61 ヒコザル
64 78 52 78 52 81 モウカザル
76 104 71 104 71 108 ゴウカザル
53 51 53 61 56 40 ポッチャマ
64 66 68 81 76 50 ポッタイシ
84 86 88 111 101 60 エンペルト
40 55 30 30 30 60 ムックル
55 75 50 40 40 80 ムクバード
85 120 70 50 50 100 ムクホーク
59 45 40 35 40 31 ビッパ
79 85 60 55 60 71 ビーダル
37 25 41 25 41 25 コロボーシ
77 85 51 55 51 65 コロトック
45 65 34 40 34 45 コリンク
60 85 49 60 49 60 ルクシオ
80 120 79 95 79 70 レントラー
40 30 35 50 70 55 スボミー
60 70 55 125 105 90 ロズレイド
67 125 40 30 30 58 ズガイドス
97 165 60 65 50 58 ラムパルド
30 42 118 42 88 30 タテトプス
60 52 168 47 138 30 トリデプス
40 29 45 29 45 36 ミノムッチ
60 59 85 79 105 36 ミノマダム草木
60 79 105 59 85 36 ミノマダム砂地
60 69 95 69 95 36 ミノマダムゴミ
70 94 50 94 50 66 ガーメイル
30 30 42 30 42 70 ミツハニー
70 80 102 80 102 40 ビークイン
60 45 70 45 90 95 パチリス
55 65 35 60 30 85 ブイゼル
85 105 55 85 50 115 フローゼル
45 35 45 62 53 35 チェリンボ
70 60 70 87 78 85 チェリム
76 48 48 57 62 34 カラナクシ
111 83 68 92 82 39 トリトドン
75 100 66 60 66 115 エテボーズ
90 50 34 60 44 70 フワンテ
150 80 44 90 54 80 フワライド
55 66 44 44 56 85 ミミロル
65 76 84 54 96 105 ミミロップ
60 60 60 105 105 105 ムウマージ
100 125 52 105 52 71 ドンカラス
49 55 42 42 37 85 ニャルマー
71 82 64 64 59 112 プニャット
45 30 50 65 50 45 リーシャン
63 63 47 41 41 74 スカンプー
103 93 67 71 61 84 スカタンク
57 24 86 24 86 23 ドーミラー
67 89 116 79 116 33 ドータクン
50 80 95 10 45 10 ウソハチ
20 25 45 70 90 60 マネネ
100 5 5 15 65 30 ピンプク
76 65 45 92 42 91 ペラップ
50 92 108 92 108 35 ミカルゲ
58 70 45 40 45 42 フカマル
68 90 65 50 55 82 ガバイト
108 130 95 80 85 102 ガブリアス
135 85 40 40 85 5 ゴンベ
40 70 40 35 40 60 リオル
70 110 70 115 70 90 ルカリオ
68 72 78 38 42 32 ヒポポタス
108 112 118 68 72 47 カバルドン
40 50 90 30 55 65 スコルピ
70 90 110 60 75 95 ドラピオン
48 61 40 61 40 50 グレッグル
83 106 65 86 65 85 ドクロッグ
74 100 72 90 72 46 マスキッパ
49 49 56 49 61 66 ケイコウオ
69 69 76 69 86 91 ネオラント
45 20 50 60 120 50 タマンタ
60 62 50 62 60 40 ユキカブリ
90 92 75 92 85 60 ユキノオー
70 120 65 45 85 125 マニューラ
70 70 115 130 90 60 ジバコイル
110 85 95 80 95 50 ベロベルト
115 140 130 55 55 40 ドサイドン
100 100 125 110 50 50 モジャンボ
75 123 67 95 85 95 エレキブル
75 95 67 125 95 83 ブーバーン
85 50 95 120 115 80 トゲキッス
86 76 86 116 56 95 メガヤンマ
65 110 130 60 65 95 リーフィア
65 60 110 130 95 65 グレイシア
75 95 125 45 75 95 グライオン
110 130 80 70 60 80 マンムー
85 80 70 135 75 90 ポリゴンＺ
68 125 65 65 115 80 エルレイド
60 55 145 75 150 40 ダイノーズ
45 100 135 65 135 45 ヨノワール
70 80 70 80 70 110 ユキメノコ
50 50 77 95 77 91 ロトム
50 65 107 105 107 86 ロトムH
50 65 107 105 107 86 ロトムS
50 65 107 105 107 86 ロトムF
50 65 107 105 107 86 ロトムW
50 65 107 105 107 86 ロトムC
75 75 130 75 130 95 ユクシー
80 105 105 105 105 80 エムリット
75 125 70 125 70 115 アグノム
100 120 120 150 100 90 ディアルガ
90 120 100 150 120 100 パルキア
91 90 106 130 106 77 ヒードラン
110 160 110 80 110 100 レジギガス
150 100 120 100 120 90 ギラティナA
150 120 100 120 100 90 ギラティナO
120 70 120 75 130 85 クレセリア
80 80 80 80 80 80 フィオネ
100 100 100 100 100 100 マナフィ
70 90 90 135 90 125 ダークライ
100 100 100 100 100 100 シェイミL
100 103 75 120 75 127 シェイミS
120 120 120 120 120 120 アルセウス
100 100 100 100 100 100 ビクティニ
45 45 55 45 55 63 ツタージャ
60 60 75 60 75 83 ジャノビー
75 75 95 75 95 113 ジャローダ
65 63 45 45 45 45 ポカブ
90 93 55 70 55 55 チャオブー
110 123 65 100 65 65 エンブオー
55 55 45 63 45 45 ミジュマル
75 75 60 83 60 60 フタチマル
95 100 85 108 70 70 ダイケンキ
45 55 39 35 39 42 ミネズミ
60 85 69 60 69 77 ミルホッグ
45 60 45 25 45 55 ヨーテリー
65 80 65 35 65 60 ハーデリア
85 100 90 45 90 80 ムーランド
41 50 37 50 37 66 チョロネコ
64 88 50 88 50 106 レパルダス
50 53 48 53 48 64 ヤナップ
75 98 63 98 63 101 ヤナッキー
50 53 48 53 48 64 バオップ
75 98 63 98 63 101 バオッキー
50 53 48 53 48 64 ヒヤップ
75 98 63 98 63 101 ヒヤッキー
76 25 45 67 55 24 ムンナ
116 55 85 107 95 29 ムシャーナ
50 55 50 36 30 43 マメパト
62 77 62 50 42 65 ハトーボー
80 105 80 65 55 93 ケンホロウ
45 60 32 50 32 76 シママ
75 100 63 80 63 116 ゼブライカ
55 75 85 25 25 15 ダンゴロ
70 105 105 50 40 20 ガントル
85 135 130 60 70 25 ギガイアス
55 45 43 55 43 72 コロモリ
67 57 55 77 55 114 ココロモリ
60 85 40 30 45 68 モグリュー
110 135 60 50 65 88 ドリュウズ
103 60 86 60 86 50 タブンネ
75 80 55 25 35 35 ドッコラー
85 105 85 40 50 40 ドテッコツ
105 140 95 55 65 45 ローブシン
50 50 40 50 40 64 オタマロ
75 65 55 65 55 69 ガマガル
105 85 75 85 75 74 ガマゲロゲ
120 100 85 30 85 45 ナゲキ
75 125 75 30 75 85 ダゲキ
45 53 70 40 60 42 クルミル
55 63 90 50 80 42 クルマユ
75 103 80 70 70 92 ハハコモリ
30 45 59 30 39 57 フシデ
40 55 99 40 79 47 ホイーガ
60 90 89 55 69 112 ペンドラー
40 27 60 37 50 66 モンメン
60 67 85 77 75 116 エルフーン
45 35 50 70 50 30 チュリネ
70 60 75 110 75 90 ドレディア
70 92 65 80 55 98 バスラオ
50 72 35 35 35 65 メグロコ
60 82 45 45 45 74 ワルビル
95 117 70 65 70 92 ワルビアル
70 90 45 15 45 50 ダルマッカ
105 140 55 30 55 95 ヒヒダルマ
105 30 105 140 105 55 ヒヒダルマD
75 86 67 106 67 60 マラカッチ
50 65 85 35 35 55 イシズマイ
70 95 125 65 75 45 イワパレス
50 75 70 35 70 48 ズルッグ
65 90 115 45 115 58 ズルズキン
72 58 80 103 80 97 シンボラー
38 30 85 55 65 30 デスマス
58 50 145 95 105 30 デスカーン
54 78 103 53 45 22 プロトーガ
74 108 133 83 65 32 アバゴーラ
55 112 45 74 45 70 アーケン
75 140 65 112 65 110 アーケオス
50 50 62 40 62 65 ヤブクロン
80 95 82 60 82 75 ダストダス
40 65 40 80 40 65 ゾロア
60 105 60 120 60 105 ゾロアーク
55 50 40 40 40 75 チラーミィ
75 95 60 65 60 115 チラチーノ
45 30 50 55 65 45 ゴチム
60 45 70 75 85 55 ゴチミル
70 55 95 95 110 65 ゴチルゼル
45 30 40 105 50 20 ユニラン
65 40 50 125 60 30 ダブラン
110 65 75 125 85 30 ランクルス
62 44 50 44 50 55 コアルヒー
75 87 63 87 63 98 スワンナ
36 50 50 65 60 44 バニプッチ
51 65 65 80 75 59 バニリッチ
71 95 85 110 95 79 バイバニラ
60 60 50 40 50 75 シキジカ
80 100 70 60 70 95 メブキジカ
55 75 60 75 60 103 エモンガ
50 75 45 40 45 60 カブルモ
70 135 105 60 105 20 シュバルゴ
69 55 45 55 55 15 タマゲタケ
114 85 70 85 80 30 モロバレル
55 40 50 65 85 40 プルリル
100 60 70 85 105 60 ブルンゲル
165 75 80 40 45 65 ママンボウ
50 47 50 57 50 65 バチュル
70 77 60 97 60 108 デンチュラ
44 50 91 24 86 10 テッシード
74 94 131 54 116 20 ナットレイ
40 55 70 45 60 30 ギアル
60 80 95 70 85 50 ギギアル
60 100 115 70 85 90 ギギギアル
35 55 40 45 40 60 シビシラス
65 85 70 75 70 40 シビビール
85 115 80 105 80 50 シビルドン
55 55 55 85 55 30 リグレー
75 75 75 125 95 40 オーベム
50 30 55 65 55 20 ヒトモシ
60 40 60 95 60 55 ランプラー
60 55 90 145 90 80 シャンデラ
46 87 60 30 40 57 キバゴ
66 117 70 40 50 67 オノンド
76 147 90 60 70 97 オノノクス
55 70 40 60 40 40 クマシュン
95 110 80 70 80 50 ツンベアー
70 50 30 95 135 105 フリージオ
50 40 85 40 65 25 チョボマキ
80 70 40 100 60 145 アギルダー
109 66 84 81 99 32 マッギョ
45 85 50 55 50 65 コジョフー
65 125 60 95 60 105 コジョンド
77 120 90 60 90 48 クリムガン
59 74 50 35 50 35 ゴビット
89 124 80 55 80 55 ゴルーグ
45 85 70 40 40 60 コマタナ
65 125 100 60 70 70 キリキザン
95 110 95 40 95 55 バッフロン
70 83 50 37 50 60 ワシボン
100 123 75 57 75 80 ウォーグル
70 55 75 45 65 60 バルチャイ
110 65 105 55 95 80 バルジーナ
85 97 66 105 66 65 クイタラン
58 109 112 48 48 109 アイアント
52 65 50 45 50 38 モノズ
72 85 70 65 70 58 ジヘッド
92 105 90 125 90 98 サザンドラ
55 85 55 50 55 60 メラルバ
85 60 65 135 105 100 ウルガモス
91 90 129 90 72 108 コバルオン
91 129 90 72 90 108 テラキオン
91 90 72 90 129 108 ビリジオン
79 115 70 125 80 111 トルネロス
79 115 70 125 80 111 ボルトロス
100 120 100 150 120 90 レシラム
100 150 120 120 100 90 ゼクロム
89 125 90 115 80 101 ランドロス
125 130 90 130 90 95 キュレム
91 72 90 129 90 108 ケルディオ
100 77 77 128 128 90 メロエッタV
100 77 77 128 128 90 メロエッタS
71 120 95 120 95 99 ゲノセクト
